Year,Category,Subtype,Count,Cleared,ClearRate
2019,Crimes Against the Person,Sexual Violation,15,10,0.67
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,11,0.92
2020,Crimes Against Property,Break & Enter-House,19,3,0.16
2018,Crimes Against Property,Auto Theft,22,2,0.09
2020,Crimes Against Property,Break & Enter-House,8,3,0.38
2020,Crimes Against Property,Break & Enter-Apartment,21,7,0.33
2020,Other Federal Statute Violations,Other,2,2,1.0
2018,Crimes Against the Person,Other,10,5,0.5
2017,Crimes Against the Person,Sexual Violation,11,8,0.73
2017,Crimes Against the Person,Attempt Murder,4,2,0.5
2015,Crimes Against the Person,Assault,22,18,0.82
2014,Crimes Against the Person,Other,28,16,0.57
2020,Other Criminal Code Violations,Other,22,19,0.86
2016,Crimes Against Property,Theft Under $5000,6,1,0.17
2018,Crimes Against Property,Break & Enter-Commercial,13,1,0.08
2015,Controlled Drugs and Substances Act,Other,4,4,1.0
2020,Other Criminal Code Violations,Other,12,8,0.67
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2014,Crimes Against Property,Auto Theft,26,1,0.04
2017,Crimes Against Property,Theft Under $5000,88,4,0.05
2019,Crimes Against the Person,Attempt Murder,1,1,1.0
2021,Crimes Against Property,Break & Enter-Commercial,3,1,0.33
2019,Crimes Against the Person,Assault,126,79,0.63
2019,Crimes Against Property,Break & Enter-Commercial,23,14,0.61
2014,Crimes Against the Person,Attempt Murder,1,1,1.0
2023,Crimes Against the Person,Other,23,17,0.74
2017,Crimes Against the Person,Other,34,18,0.53
2021,Other Criminal Code Violations,Other,8,7,0.88
2015,Crimes Against Property,Auto Theft,14,7,0.5
2014,Crimes Against Property,Other,47,18,0.38
2020,Crimes Against the Person,Sexual Violation,15,5,0.33
2014,Crimes Against Property,Theft Over $5000,5,3,0.6
2016,Crimes Against Property,Auto Theft,11,2,0.18
2015,Other Criminal Code Violations,Other,22,19,0.86
2021,Crimes Against Property,Break & Enter-House,4,2,0.5
2017,Crimes Against Property,Fraud,36,11,0.31
2014,Crimes Against the Person,Robbery-Other,12,6,0.5
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2016,Crimes Against the Person,Sexual Violation,13,7,0.54
2023,Crimes Against the Person,Other,22,10,0.45
2022,Crimes Against the Person,Assault,40,29,0.72
2020,Crimes Against the Person,Assault,52,30,0.58
2023,Crimes Against Property,Theft Over $5000,25,3,0.12
2021,Crimes Against the Person,Sexual Violation,18,7,0.39
2014,Crimes Against the Person,Other,29,15,0.52
2014,Other Criminal Code Violations,Other,36,32,0.89
2014,Other Criminal Code Violations,Other,36,34,0.94
2015,Crimes Against Property,Theft Under $5000,411,241,0.59
2018,Other Criminal Code Violations,Other,1,1,1.0
2018,Crimes Against Property,Theft Under $5000,288,74,0.26
2014,Crimes Against Property,Other,61,6,0.1
2023,Crimes Against Property,Fraud,91,6,0.07
2017,Crimes Against Property,Fraud,14,3,0.21
2020,Crimes Against Property,Break & Enter-Commercial,30,14,0.47
2014,Criminal Code Traffic,Other,1,1,1.0
2017,Crimes Against the Person,Sexual Violation,5,2,0.4
2019,Crimes Against the Person,Robbery-Financial,1,1,1.0
2019,Crimes Against Property,Fraud,24,2,0.08
2020,Crimes Against Property,Theft Over $5000,5,1,0.2
2014,Crimes Against Property,Other,26,7,0.27
2021,Crimes Against Property,Fraud,62,11,0.18
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2021,Crimes Against Property,Theft Under $5000,100,7,0.07
2020,Crimes Against Property,Break & Enter-Apartment,3,1,0.33
2014,Crimes Against Property,Auto Theft,6,4,0.67
2019,Crimes Against the Person,Other,31,22,0.71
2015,Crimes Against Property,Fraud,4,1,0.25
2018,Crimes Against the Person,Other,20,8,0.4
2023,Crimes Against Property,Theft Under $5000,17,1,0.06
2021,Crimes Against Property,Theft Under $5000,83,1,0.01
2016,Crimes Against the Person,Sexual Violation,7,6,0.86
2021,Other Criminal Code Violations,Other,63,52,0.83
2020,Crimes Against Property,Break & Enter-House,12,2,0.17
2014,Criminal Code Traffic,Other,6,6,1.0
2020,Other Criminal Code Violations,Other,4,3,0.75
2015,Crimes Against Property,Theft Under $5000,393,121,0.31
2022,Crimes Against the Person,Other,13,5,0.38
2020,Other Criminal Code Violations,Other,27,20,0.74
2019,Crimes Against Property,Theft Over $5000,3,1,0.33
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2023,Criminal Code Traffic,Other,10,8,0.8
2020,Crimes Against Property,Auto Theft,49,2,0.04
2017,Crimes Against Property,Other,103,30,0.29
2021,Other Federal Statute Violations,Other,1,1,1.0
2014,Crimes Against the Person,Robbery-Other,7,1,0.14
2022,Crimes Against the Person,Robbery-Other,25,22,0.88
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,1.0
2020,Controlled Drugs and Substances Act,Other,6,3,0.5
2015,Other Federal Statute Violations,Other,1,1,1.0
2022,Crimes Against the Person,Sexual Violation,11,7,0.64
2015,Crimes Against Property,Theft Under $5000,25,3,0.12
2014,Other Federal Statute Violations,Other,1,1,1.0
2018,Crimes Against Property,Auto Theft,8,3,0.38
2016,Crimes Against Property,Theft Under $5000,60,3,0.05
2017,Crimes Against Property,Break & Enter-Apartment,12,3,0.25
2016,Crimes Against Property,Auto Theft,15,2,0.13
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6,0.86
2016,Crimes Against Property,Fraud,1,1,1.0
2014,Criminal Code Traffic,Other,1,1,1.0
2017,Crimes Against Property,Theft Under $5000,130,100,0.77
2018,Other Criminal Code Violations,Other,34,26,0.76
2016,Other Criminal Code Violations,Other,9,9,1.0
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,3,0.6
2022,Other Federal Statute Violations,Other,3,1,0.33
2021,Crimes Against the Person,Other,31,11,0.35
2021,Crimes Against Property,Theft Under $5000,360,51,0.14
2014,Crimes Against Property,Theft Under $5000,22,5,0.23
2018,Other Federal Statute Violations,Other,5,5,1.0
2018,Crimes Against the Person,Assault,73,39,0.53
2023,Crimes Against Property,Break & Enter-Apartment,11,3,0.27
2019,Crimes Against Property,Break & Enter-House,16,7,0.44
2019,Crimes Against Property,Break & Enter-Apartment,4,1,0.25
2017,Other Federal Statute Violations,Other,2,2,1.0
2015,Crimes Against the Person,Robbery-Other,6,2,0.33
2020,Crimes Against Property,Theft Over $5000,6,1,0.17
2020,Crimes Against Property,Other,168,27,0.16
2018,Crimes Against the Person,Robbery-Other,31,17,0.55
2018,Crimes Against Property,Break & Enter-Apartment,22,6,0.27
2016,Criminal Code Traffic,Other,4,4,1.0
2018,Other Criminal Code Violations,Other,63,51,0.81
2019,Crimes Against Property,Break & Enter-Other,2,2,1.0
2022,Crimes Against the Person,Sexual Violation,15,3,0.2
2021,Crimes Against the Person,Other,17,10,0.59
2014,Crimes Against the Person,Other,13,9,0.69
2020,Other Criminal Code Violations,Other,7,5,0.71
2014,Criminal Code Traffic,Other,4,4,1.0
2023,Crimes Against Property,Theft Under $5000,132,8,0.06
2019,Crimes Against Property,Theft Over $5000,22,3,0.14
2019,Crimes Against Property,Other,49,5,0.1
2021,Crimes Against Property,Theft Over $5000,29,2,0.07
2023,Crimes Against the Person,Other,15,10,0.67
2014,Crimes Against Property,Other,19,7,0.37
2016,Criminal Code Traffic,Other,11,11,1.0
2018,Crimes Against the Person,Other,7,6,0.86
2020,Controlled Drugs and Substances Act,Other,12,11,0.92
2023,Other Criminal Code Violations,Other,43,33,0.77
2018,Crimes Against Property,Break & Enter-Apartment,13,4,0.31
2017,Other Criminal Code Violations,Other,5,3,0.6
2020,Other Criminal Code Violations,Other,59,55,0.93
2021,Criminal Code Traffic,Other,5,5,1.0
2020,Other Criminal Code Violations,Other,68,59,0.87
2021,Crimes Against Property,Break & Enter-Other,5,2,0.4
2022,Other Federal Statute Violations,Other,4,1,0.25
2018,Other Criminal Code Violations,Other,51,44,0.86
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2015,Crimes Against the Person,Sexual Violation,45,34,0.76
2020,Crimes Against Property,Theft Under $5000,77,12,0.16
2016,Crimes Against Property,Break & Enter-Apartment,8,3,0.38
2014,Crimes Against Property,Fraud,6,4,0.67
2014,Crimes Against Property,Break & Enter-Commercial,44,17,0.39
2016,Controlled Drugs and Substances Act,Other,1,1,1.0
2018,Crimes Against Property,Fraud,22,4,0.18
2020,Criminal Code Traffic,Other,18,15,0.83
2016,Crimes Against the Person,Robbery-Other,21,14,0.67
2014,Controlled Drugs and Substances Act,Other,9,9,1.0
2014,Crimes Against Property,Theft Under $5000,214,59,0.28
2023,Crimes Against the Person,Sexual Violation,30,12,0.4
2021,Crimes Against Property,Break & Enter-Commercial,12,2,0.17
2017,Crimes Against Property,Theft Under $5000,64,11,0.17
2020,Crimes Against Property,Break & Enter-House,7,2,0.29
2015,Crimes Against Property,Other,56,28,0.5
2022,Crimes Against Property,Auto Theft,64,5,0.08
2019,Crimes Against the Person,Assault,15,8,0.53
2015,Crimes Against Property,Break & Enter-House,23,3,0.13
2018,Crimes Against Property,Break & Enter-Apartment,14,4,0.29
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,9,0.69
2021,Crimes Against the Person,Sexual Violation,24,16,0.67
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,0.67
2017,Controlled Drugs and Substances Act,Other,7,4,0.57
2018,Crimes Against Property,Break & Enter-Commercial,38,14,0.37
2023,Other Federal Statute Violations,Other,1,1,1.0
2015,Crimes Against Property,Break & Enter-Other,4,1,0.25
2018,Crimes Against Property,Fraud,106,37,0.35
2022,Other Criminal Code Violations,Other,19,15,0.79
2016,Crimes Against Property,Auto Theft,17,3,0.18
2021,Crimes Against Property,Break & Enter-Other,14,6,0.43
2016,Crimes Against Property,Theft Over $5000,16,2,0.12
2015,Crimes Against Property,Break & Enter-Commercial,10,1,0.1
2018,Crimes Against Property,Other,10,3,0.3
2019,Crimes Against Property,Break & Enter-Apartment,3,1,0.33
2023,Crimes Against the Person,Assault,8,4,0.5
2016,Crimes Against Property,Auto Theft,15,3,0.2
2019,Crimes Against Property,Other,57,10,0.18
2020,Crimes Against the Person,Assault,2,1,0.5
2020,Other Criminal Code Violations,Other,68,55,0.81
2022,Crimes Against the Person,Assault,1,1,1.0
2019,Other Federal Statute Violations,Other,3,3,1.0
2021,Crimes Against the Person,Assault,44,29,0.66
2022,Crimes Against Property,Theft Over $5000,29,2,0.07
2021,Crimes Against the Person,Other,32,20,0.62
2019,Other Criminal Code Violations,Other,1,1,1.0
2015,Crimes Against the Person,Assault,35,22,0.63
2023,Crimes Against the Person,Robbery-Other,1,1,1.0
2016,Crimes Against Property,Other,99,20,0.2
2016,Crimes Against Property,Theft Under $5000,372,75,0.2
2020,Crimes Against Property,Break & Enter-House,28,2,0.07
2018,Criminal Code Traffic,Other,14,13,0.93
2023,Crimes Against Property,Break & Enter-Commercial,8,1,0.12
2016,Crimes Against Property,Break & Enter-House,6,1,0.17
2019,Other Criminal Code Violations,Other,24,24,1.0
2021,Crimes Against Property,Break & Enter-House,2,1,0.5
2023,Crimes Against Property,Break & Enter-Commercial,15,3,0.2
2016,Criminal Code Traffic,Other,5,4,0.8
2017,Crimes Against Property,Break & Enter-Apartment,27,10,0.37
2022,Crimes Against Property,Break & Enter-Apartment,2,1,0.5
2022,Crimes Against the Person,Assault,52,31,0.6
2019,Crimes Against Property,Other,26,5,0.19
2023,Criminal Code Traffic,Other,5,4,0.8
2020,Crimes Against the Person,Sexual Violation,13,10,0.77
2014,Crimes Against Property,Break & Enter-Apartment,10,2,0.2
2022,Crimes Against the Person,Robbery-Financial,1,1,1.0
2022,Crimes Against Property,Auto Theft,780,39,0.05
2017,Crimes Against the Person,Other,19,11,0.58
2019,Crimes Against Property,Break & Enter-Other,8,2,0.25
2017,Crimes Against Property,Break & Enter-Commercial,16,8,0.5
2022,Controlled Drugs and Substances Act,Other,2,1,0.5
2014,Crimes Against Property,Theft Under $5000,28,3,0.11
2016,Crimes Against the Person,Other,25,16,0.64
2018,Crimes Against Property,Other,80,22,0.28
2014,Crimes Against Property,Theft Under $5000,166,46,0.28
2022,Crimes Against the Person,Sexual Violation,18,7,0.39
2016,Crimes Against the Person,Assault,2,2,1.0
2016,Crimes Against the Person,Sexual Violation,2,1,0.5
2019,Crimes Against Property,Break & Enter-House,4,1,0.25
2014,Crimes Against Property,Break & Enter-Apartment,29,9,0.31
2018,Crimes Against the Person,Robbery-Other,14,7,0.5
2014,Crimes Against Property,Break & Enter-Commercial,22,4,0.18
2023,Crimes Against Property,Fraud,104,7,0.07
2014,Crimes Against Property,Break & Enter-Commercial,11,3,0.27
2023,Criminal Code Traffic,Other,19,15,0.79
2020,Crimes Against Property,Auto Theft,43,2,0.05
2018,Other Criminal Code Violations,Other,15,11,0.73
2019,Crimes Against Property,Break & Enter-Commercial,4,2,0.5
2021,Controlled Drugs and Substances Act,Other,2,2,1.0
2014,Crimes Against Property,Theft Over $5000,8,4,0.5
2015,Criminal Code Traffic,Other,9,9,1.0
2021,Crimes Against Property,Break & Enter-House,7,1,0.14
2019,Criminal Code Traffic,Other,4,4,1.0
2018,Controlled Drugs and Substances Act,Other,11,11,1.0
2023,Crimes Against the Person,Other,1,1,1.0
2022,Crimes Against Property,Break & Enter-Commercial,55,8,0.15
2021,Crimes Against Property,Theft Under $5000,195,9,0.05
2019,Crimes Against Property,Fraud,50,4,0.08
2018,Crimes Against Property,Break & Enter-House,5,1,0.2
2019,Crimes Against Property,Fraud,52,6,0.12
2015,Crimes Against Property,Other,44,16,0.36
2017,Crimes Against the Person,Robbery-Other,29,12,0.41
2018,Other Criminal Code Violations,Other,21,21,1.0
2016,Crimes Against Property,Break & Enter-Commercial,12,5,0.42
2019,Crimes Against Property,Break & Enter-Apartment,17,3,0.18
2019,Other Criminal Code Violations,Other,45,41,0.91
2017,Crimes Against the Person,Sexual Violation,16,10,0.62
2014,Crimes Against Property,Break & Enter-Commercial,1,1,1.0
2021,Other Criminal Code Violations,Other,185,150,0.81
2022,Other Criminal Code Violations,Other,2,2,1.0
2019,Crimes Against the Person,Attempt Murder,1,1,1.0
2014,Crimes Against Property,Theft Over $5000,2,1,0.5
2014,Crimes Against the Person,Robbery-Other,32,10,0.31
2015,Crimes Against Property,Break & Enter-Commercial,8,1,0.12
2019,Crimes Against Property,Break & Enter-Commercial,2,1,0.5
2019,Crimes Against Property,Break & Enter-Apartment,15,6,0.4
2019,Crimes Against Property,Auto Theft,12,1,0.08
2017,Crimes Against Property,Theft Under $5000,847,262,0.31
2019,Criminal Code Traffic,Other,8,8,1.0
2021,Crimes Against Property,Theft Under $5000,113,20,0.18
2019,Crimes Against Property,Auto Theft,21,6,0.29
2014,Controlled Drugs and Substances Act,Other,7,7,1.0
2022,Crimes Against Property,Break & Enter-Apartment,6,3,0.5
2019,Crimes Against Property,Break & Enter-Apartment,7,4,0.57
2016,Criminal Code Traffic,Other,6,6,1.0
2015,Criminal Code Traffic,Other,32,32,1.0
2023,Other Criminal Code Violations,Other,15,8,0.53
2015,Criminal Code Traffic,Other,5,5,1.0
2019,Crimes Against Property,Other,73,25,0.34
2018,Crimes Against Property,Break & Enter-House,54,2,0.04
2017,Controlled Drugs and Substances Act,Other,9,9,1.0
2018,Crimes Against Property,Break & Enter-Apartment,32,5,0.16
2022,Crimes Against Property,Break & Enter-House,14,2,0.14
2015,Other Criminal Code Violations,Other,2,2,1.0
2019,Crimes Against Property,Fraud,73,6,0.08
2015,Crimes Against Property,Break & Enter-Commercial,1,1,1.0
2019,Crimes Against the Person,Robbery-Other,3,1,0.33
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2017,Criminal Code Traffic,Other,5,5,1.0
2014,Crimes Against the Person,Sexual Violation,9,8,0.89
2019,Crimes Against Property,Theft Under $5000,347,113,0.33
2014,Crimes Against Property,Fraud,19,7,0.37
2018,Controlled Drugs and Substances Act,Other,20,19,0.95
2015,Crimes Against the Person,Assault,8,2,0.25
2019,Crimes Against Property,Theft Under $5000,125,27,0.22
2015,Crimes Against the Person,Assault,103,68,0.66
2019,Crimes Against the Person,Other,2,2,1.0
2020,Crimes Against the Person,Sexual Violation,8,8,1.0
2018,Crimes Against Property,Break & Enter-Apartment,16,2,0.12
2014,Criminal Code Traffic,Other,3,2,0.67
2015,Crimes Against the Person,Sexual Violation,1,1,1.0
2018,Controlled Drugs and Substances Act,Other,5,5,1.0
2014,Other Criminal Code Violations,Other,7,5,0.71
2015,Other Criminal Code Violations,Other,107,96,0.9
2014,Other Federal Statute Violations,Other,1,1,1.0
2014,Crimes Against the Person,Other,9,4,0.44
2018,Crimes Against the Person,Robbery-Financial,1,1,1.0
2017,Crimes Against the Person,Sexual Violation,11,8,0.73
2017,Other Federal Statute Violations,Other,3,3,1.0
2022,Controlled Drugs and Substances Act,Other,8,7,0.88
2021,Other Criminal Code Violations,Other,52,45,0.87
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2017,Crimes Against Property,Break & Enter-House,37,8,0.22
2015,Criminal Code Traffic,Other,33,33,1.0
2016,Crimes Against the Person,Robbery-Other,22,6,0.27
2023,Crimes Against Property,Theft Under $5000,138,8,0.06
2020,Crimes Against the Person,Other,33,20,0.61
2014,Crimes Against Property,Fraud,5,3,0.6
2020,Crimes Against Property,Auto Theft,24,3,0.12
2022,Crimes Against Property,Theft Under $5000,269,44,0.16
2022,Crimes Against Property,Other,58,17,0.29
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,0.75
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,16,0.84
2022,Controlled Drugs and Substances Act,Other,2,1,0.5
2014,Crimes Against Property,Break & Enter-Apartment,2,1,0.5
2015,Other Criminal Code Violations,Other,24,21,0.88
2016,Other Federal Statute Violations,Other,2,1,0.5
2021,Other Criminal Code Violations,Other,1,1,1.0
2020,Crimes Against the Person,Robbery-Other,21,9,0.43
2014,Crimes Against Property,Theft Under $5000,2568,1548,0.6
2019,Crimes Against Property,Break & Enter-Other,5,1,0.2
2019,Crimes Against Property,Break & Enter-Apartment,8,2,0.25
2014,Other Criminal Code Violations,Other,37,36,0.97
2017,Crimes Against the Person,Other,23,15,0.65
2021,Crimes Against Property,Fraud,26,1,0.04
2022,Criminal Code Traffic,Other,5,5,1.0
2019,Crimes Against Property,Other,35,15,0.43
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2016,Crimes Against the Person,Sexual Violation,1,1,1.0
2016,Crimes Against Property,Auto Theft,7,1,0.14
2015,Crimes Against the Person,Assault,51,43,0.84
2018,Crimes Against Property,Fraud,16,4,0.25
2022,Crimes Against Property,Theft Over $5000,11,1,0.09
2018,Crimes Against Property,Fraud,22,1,0.05
2021,Crimes Against Property,Break & Enter-House,6,2,0.33
2021,Criminal Code Traffic,Other,4,4,1.0
2014,Crimes Against Property,Theft Under $5000,26,2,0.08
2021,Crimes Against the Person,Other,10,3,0.3
2021,Criminal Code Traffic,Other,10,6,0.6
2021,Crimes Against the Person,Sexual Violation,5,3,0.6
2020,Other Criminal Code Violations,Other,1,1,1.0
2016,Crimes Against the Person,Other,5,3,0.6
2015,Crimes Against Property,Auto Theft,19,2,0.11
2015,Crimes Against the Person,Assault,172,114,0.66
2017,Crimes Against Property,Auto Theft,9,2,0.22
2020,Crimes Against Property,Fraud,17,4,0.24
2015,Crimes Against Property,Fraud,11,11,1.0
2017,Crimes Against Property,Other,20,11,0.55
2014,Crimes Against Property,Break & Enter-Other,3,1,0.33
2015,Other Federal Statute Violations,Other,7,6,0.86
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,1.0
2015,Crimes Against Property,Break & Enter-Commercial,6,1,0.17
2021,Crimes Against Property,Theft Under $5000,660,118,0.18
2017,Crimes Against the Person,Other,64,42,0.66
2014,Other Criminal Code Violations,Other,15,15,1.0
2017,Controlled Drugs and Substances Act,Other,7,7,1.0
2023,Other Criminal Code Violations,Other,55,46,0.84
2016,Criminal Code Traffic,Other,2,2,1.0
2021,Criminal Code Traffic,Other,36,33,0.92
2016,Criminal Code Traffic,Other,6,6,1.0
2023,Crimes Against the Person,Sexual Violation,16,5,0.31
2021,Crimes Against Property,Fraud,31,4,0.13
2019,Criminal Code Traffic,Other,1,1,1.0
2015,Crimes Against Property,Break & Enter-Other,4,1,0.25
2016,Crimes Against the Person,Other,17,8,0.47
2023,Crimes Against Property,Other,1,1,1.0
2018,Criminal Code Traffic,Other,5,5,1.0
2014,Crimes Against the Person,Assault,53,31,0.58
2018,Crimes Against Property,Break & Enter-Commercial,13,6,0.46
2016,Crimes Against Property,Auto Theft,25,1,0.04
2018,Crimes Against the Person,Robbery-Other,10,2,0.2
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2014,Crimes Against Property,Break & Enter-Other,14,5,0.36
2017,Crimes Against Property,Other,74,20,0.27
2015,Crimes Against the Person,Other,36,26,0.72
2019,Crimes Against Property,Auto Theft,40,11,0.28
2018,Crimes Against the Person,Assault,44,30,0.68
2015,Crimes Against Property,Fraud,24,6,0.25
2022,Crimes Against Property,Theft Under $5000,170,28,0.16
2023,Crimes Against the Person,Attempt Murder,2,2,1.0
2022,Crimes Against Property,Other,48,7,0.15
2017,Crimes Against Property,Theft Under $5000,192,22,0.11
2016,Crimes Against the Person,Other,16,10,0.62
2021,Crimes Against Property,Theft Over $5000,7,1,0.14
2016,Crimes Against Property,Auto Theft,52,5,0.1
2018,Crimes Against the Person,Assault,65,39,0.6
2023,Crimes Against the Person,Robbery-Other,30,15,0.5
2014,Crimes Against the Person,Assault,76,54,0.71
2015,Crimes Against Property,Break & Enter-Apartment,6,1,0.17
2022,Crimes Against Property,Break & Enter-House,11,4,0.36
2022,Crimes Against the Person,Other,6,1,0.17
2018,Crimes Against the Person,Robbery-Other,7,3,0.43
2015,Crimes Against Property,Other,10,5,0.5
2020,Crimes Against Property,Theft Under $5000,48,3,0.06
2023,Crimes Against the Person,Assault,48,32,0.67
2017,Crimes Against the Person,Other,13,6,0.46
2022,Crimes Against the Person,Sexual Violation,19,5,0.26
2017,Crimes Against the Person,Robbery-Other,33,12,0.36
2014,Crimes Against Property,Fraud,153,119,0.78
2019,Other Criminal Code Violations,Other,13,10,0.77
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,12,1.0
2022,Controlled Drugs and Substances Act,Other,1,1,1.0
2021,Crimes Against Property,Break & Enter-Apartment,8,4,0.5
2019,Crimes Against Property,Break & Enter-Commercial,2,1,0.5
2023,Crimes Against Property,Auto Theft,14,1,0.07
2015,Crimes Against the Person,Attempt Murder,4,1,0.25
2021,Other Criminal Code Violations,Other,23,20,0.87
2015,Crimes Against the Person,Robbery-Other,4,1,0.25
2018,Crimes Against Property,Auto Theft,55,3,0.05
2016,Crimes Against the Person,Sexual Violation,6,4,0.67
2019,Crimes Against Property,Fraud,64,16,0.25
2022,Crimes Against the Person,Other,8,4,0.5
2014,Crimes Against Property,Theft Over $5000,3,1,0.33
2019,Other Criminal Code Violations,Other,13,12,0.92
2020,Crimes Against the Person,Assault,32,23,0.72
2019,Crimes Against the Person,Assault,91,58,0.64
2015,Crimes Against the Person,Assault,194,136,0.7
2017,Crimes Against Property,Auto Theft,8,2,0.25
2022,Crimes Against the Person,Robbery-Other,12,8,0.67
2019,Crimes Against the Person,Assault,188,107,0.57
2023,Crimes Against Property,Theft Over $5000,5,1,0.2
2016,Crimes Against the Person,Other,40,25,0.62
2020,Criminal Code Traffic,Other,20,20,1.0
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,14,12,0.86
2018,Crimes Against Property,Theft Under $5000,197,48,0.24
2021,Crimes Against the Person,Attempt Murder,1,1,1.0
2015,Crimes Against the Person,Robbery-Other,9,5,0.56
2022,Criminal Code Traffic,Other,3,2,0.67
2023,Crimes Against Property,Break & Enter-Other,2,2,1.0
2020,Crimes Against Property,Auto Theft,65,9,0.14
2016,Criminal Code Traffic,Other,4,4,1.0
2018,Crimes Against the Person,Assault,21,14,0.67
2016,Controlled Drugs and Substances Act,Other,30,28,0.93
2023,Other Criminal Code Violations,Other,33,25,0.76
2022,Crimes Against Property,Auto Theft,22,2,0.09
2014,Crimes Against the Person,Assault,104,88,0.85
2014,Crimes Against the Person,Sexual Violation,6,3,0.5
2015,Crimes Against Property,Other,74,24,0.32
2016,Other Federal Statute Violations,Other,2,1,0.5
2016,Crimes Against the Person,Robbery-Other,14,3,0.21
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,20,0.87
2015,Crimes Against the Person,Sexual Violation,8,5,0.62
2019,Crimes Against Property,Theft Under $5000,190,66,0.35
2018,Crimes Against Property,Break & Enter-Apartment,15,4,0.27
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9,1.0
2020,Crimes Against the Person,Sexual Violation,6,2,0.33
2017,Criminal Code Traffic,Other,4,4,1.0
2021,Crimes Against Property,Other,25,4,0.16
2019,Crimes Against Property,Break & Enter-House,14,1,0.07
2015,Crimes Against the Person,Assault,92,55,0.6
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2016,Crimes Against the Person,Other,39,17,0.44
2018,Criminal Code Traffic,Other,19,18,0.95
2020,Crimes Against Property,Auto Theft,23,1,0.04
2023,Crimes Against Property,Break & Enter-House,40,3,0.08
2020,Other Criminal Code Violations,Other,51,47,0.92
2016,Crimes Against Property,Break & Enter-Commercial,12,6,0.5
2021,Crimes Against the Person,Assault,31,10,0.32
2018,Crimes Against Property,Theft Under $5000,103,46,0.45
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,8,0.67
2015,Crimes Against Property,Break & Enter-Apartment,12,2,0.17
2023,Other Criminal Code Violations,Other,6,3,0.5
2017,Criminal Code Traffic,Other,8,7,0.88
2017,Criminal Code Traffic,Other,6,6,1.0
2015,Crimes Against the Person,Assault,60,39,0.65
2014,Crimes Against Property,Other,10,4,0.4
2023,Crimes Against the Person,Assault,108,71,0.66
2023,Crimes Against the Person,Robbery-Other,8,3,0.38
2015,Crimes Against Property,Fraud,36,11,0.31
2018,Crimes Against Property,Theft Under $5000,20,10,0.5
2018,Crimes Against Property,Theft Under $5000,788,202,0.26
2020,Crimes Against the Person,Sexual Violation,12,3,0.25
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2015,Other Criminal Code Violations,Other,2,2,1.0
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,0.67
2022,Criminal Code Traffic,Other,4,4,1.0
2018,Crimes Against Property,Break & Enter-Apartment,12,3,0.25
2015,Crimes Against Property,Other,82,35,0.43
2018,Crimes Against Property,Theft Over $5000,10,1,0.1
2020,Crimes Against Property,Break & Enter-Commercial,10,2,0.2
2023,Crimes Against the Person,Assault,115,74,0.64
2020,Crimes Against Property,Theft Under $5000,100,11,0.11
2020,Crimes Against Property,Break & Enter-Apartment,3,2,0.67
2015,Controlled Drugs and Substances Act,Other,27,22,0.81
2021,Crimes Against Property,Other,3,2,0.67
2017,Crimes Against Property,Theft Under $5000,619,416,0.67
2018,Other Criminal Code Violations,Other,18,15,0.83
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,0.88
2019,Crimes Against the Person,Other,24,12,0.5
2017,Other Criminal Code Violations,Other,126,123,0.98
2021,Crimes Against the Person,Sexual Violation,10,3,0.3
2018,Crimes Against Property,Theft Under $5000,3167,1382,0.44
